130,707
120,641
110,608
100,563
90,511
80,452
70,434
60,379
50,333
40,284
30,210
30,223
40,277
50,370
60,369
70,397
80,447
90,494
100,530
110,576
120,629
130,673
140,726
150,763
150,758
140,743
130,733
120,645
110,594
100,549
90,505
80,457
70,407
60,359
50,334
40,273
30,235
30,223
40,270
50,311
60,374
70,419
80,443
90,489
100,559
110,586
120,647
130,675
140,715
150,801
150,773
140,748
130,720
120,630
110,682
100,548
90,521
80,479
70,415
60,361
50,324
40,87
30,218
30,205
40,267
50,319
60,360
70,397
80,442
90,490
100,527
110,610
120,631
130,708
140,753
150,786
150,761
140,729
130,717
120,665
110,590
100,552
90,523
80,454
70,418
60,368
50,335
40,267
30,230
30,224
40,255
50,308
60,354
70,392
80,464
90,503
100,566
110,580
120,633
130,687
140,716
150,773
150,797
140,747
130,744
120,645
110,602
100,537
90,496
80,449
70,409
60,357
50,326
40,279
30,227
30,234
40,271
50,301
60,366
70,416
80,447
90,491
100,552
110,587
120,662
130,667
140,719
150,799
150,761
140,739
130,693
120,543
110,599
100,549
90,499
80,464
70,413
60,367
50,333
40,278
30,219
30,231
40,264
50,313
60,367
70,400
80,443
90,495
100,555
110,588
120,640
130,703
140,735
150,767
150,767
140,759
130,681
120,640
110,589
100,537
90,498
80,464
70,431
60,351
50,319
40,267
30,221
30,228
40,263
50,303
60,358
70,393
80,442
90,501
100,530
110,603
120,655
130,685
140,719
150,783
150,767
140,747
130,796
120,628
110,663
100,551
90,527
80,470
70,419
60,361
50,323
40,273
30,230
30,222
40,265
50,332
60,357
70,395
80,442
90,525
100,564
110,587
120,660
130,675
140,746
150,742
150,772
140,735
130,677
120,627
110,602
100,551
90,509
80,471
70,438
60,353
50,334
40,266
30,229
30,220
40,256
50,316
60,371
70,397
80,440
90,506
100,543
110,517
120,628
130,697
140,742
150,797
150,775
140,771
130,687
120,637
110,612
100,546
90,525
80,449
70,423
60,356
50,333
40,273
30,225
30,219
40,271
50,302
60,353
70,391
80,448
90,498
100,536
110,581
120,624
130,696
140,719
150,775
150,760
140,723
130,708
120,645
110,589
100,562
90,509
80,448
70,405
60,365
50,321
40,276
30,222
30,234
40,271
50,306
60,348
70,393
80,453
90,492
100,543
110,606
120,633
130,695
140,683
150,789
150,797
140,739
130,716
120,661
110,613
100,547
90,511
80,467
70,431
60,353
50,332
40,269
30,222
30,235
40,258
50,309
60,363
70,407
80,442
90,492
100,543
110,589
120,679
130,698
140,716
150,768
150,768
140,733
130,694
120,632
110,551
100,537
90,528
80,455
70,454
60,359
50,319
40,277
30,218
30,223
40,274
50,353
60,368
70,392
80,446
90,491
100,556
110,610
120,661
130,674
140,690
150,808
150,768
140,739
130,694
120,634
110,611
100,543
90,497
80,452
70,429
60,373
50,315
40,267
30,211
30,219
40,261
50,302
60,367
70,402
80,455
90,494
100,533
110,583
120,633
130,677
140,713
150,774
150,789
140,730
130,701
120,639
110,607
100,551
90,509
80,455
70,444
60,365
50,323
40,271
30,222
30,228
40,269
50,335
60,365
70,397
80,472
90,524
100,546
110,583
120,627
130,721
140,743
150,772
150,762
140,731
130,726
120,632
110,611
100,539
90,497
80,449
70,416
60,360
50,315
40,272
30,220
30,230
40,264
50,341
60,350
70,432
80,443
90,494
100,533
110,582
120,654
130,701
140,719
150,795
150,768
140,735
130,724
120,660
110,602
100,565
90,495
80,463
70,419
60,415
50,328
40,275
30,222
30,224
40,267
50,299
60,350
70,395
80,461
90,501
100,527
110,584
120,626
130,652
140,719
150,767
150,796
140,723
130,685
120,638
110,589
100,570
90,520
80,470
70,424
60,353
50,311
40,273
30,223
30,226
40,274
50,317
60,359
70,413
80,467
90,504
100,537
110,607
120,627
130,673
140,735
150,793
150,798
140,733
130,696
120,651
110,587
100,539
90,525
80,459
70,426
60,356
50,320
40,271
30,231
30,234
40,258
50,318
60,346
70,399
80,457
90,491
100,555
110,577
120,629
130,703
140,754
150,765
150,758
140,752
130,695
120,647
110,680
100,539
90,512
80,468
70,456
60,353
50,327
40,283
30,233
30,230
40,287
50,305
60,366
70,399
80,454
90,515
100,556
110,591
120,639
130,676
140,766
150,798
150,791
140,745
130,734
120,637
110,603
100,557
90,522
80,455
70,426
60,373
50,333
40,268
30,220
30,223
40,265
50,320
60,367
70,393
80,461
90,491
100,537
110,620
120,631
130,703
140,743
150,760
150,763
140,722
130,710
120,639
110,618
100,543
90,494
80,440
70,419
60,360
50,315
40,217
30,227
30,219
40,266
50,314
60,371
70,408
80,442
90,491
100,535
110,580
120,630
130,666
140,735
150,756
150,767
140,736
130,711
120,644
110,592
100,533
90,488
80,450
70,436
60,371
50,320
40,267
30,227
30,217
40,260
50,306
60,355
70,396
80,452
90,574
100,531
110,584
120,626
130,686
140,756
150,771
150,783
140,745
130,687
120,661
110,612
100,550
90,528
80,475
70,420
60,399
50,331
40,288
30,259
30,221
40,267
50,448
60,391
70,393
80,443
90,520
100,539
110,611
120,635
130,663
140,717
150,757
150,763
140,747
130,687
120,650
110,587
100,551
90,505
80,459
70,418
60,369
50,317
40,267
30,231
30,232
40,268
50,302
60,350
70,415
80,441
90,479
100,544
110,578
120,640
130,710
140,729
150,775
150,777
140,729
130,722
120,628
110,631
100,529
90,496
80,459
70,427
60,366
50,336
40,279
30,223
30,226
40,258
50,317
60,351
70,403
80,460
90,500
100,532
110,601
120,623
130,652
140,736
150,790
150,760
140,736
130,717
120,632
110,628
100,562
90,512
80,479
70,430
60,367
50,315
40,265
30,222
30,222
40,271
50,314
60,362
70,392
80,447
90,496
100,529
110,588
120,627
130,713
140,723
150,767
150,784
140,735
130,710
120,640
110,609
100,544
90,527
80,449
70,429
60,373
50,331
40,273
30,223
30,227
40,260
50,306
60,364
70,392
80,439
90,495
100,537
110,592
120,646
130,675
140,715
150,757
150,759
140,726
130,699
120,633
110,586
100,547
90,512
80,457
70,474
60,369
50,315
40,270
30,220
30,227
40,271
50,319
60,362
70,394
80,466
90,488
100,539
110,612
120,650
130,695
140,751
150,813
150,763
140,735
130,733
120,636
110,600
100,567
90,514
80,466
70,526
60,354
50,322
40,288
30,223
30,220
40,262
50,361
60,354
70,418
80,447
90,489
100,528
110,635
120,619
130,666
140,723
150,799
150,781
140,725
130,754
120,640
110,591
100,537
90,504
80,448
70,407
60,373
50,241
40,275
30,222
30,226
40,269
50,303
60,362
70,403
80,447
90,486
100,541
110,592
120,637
130,680
140,768
150,807
150,774
140,731
130,683
120,631
110,600
100,566
90,499
80,459
70,433
60,359
50,322
40,266
30,229
30,222
40,259
50,333
60,349
70,416
80,465
90,504
100,563
110,613
120,631
130,683
140,746
150,779
150,768
140,739
130,703
120,632
110,607
100,568
90,528
80,481
70,430
60,358
50,329
40,279
30,225
30,223
40,258
50,318
60,359
70,405
80,442
90,504
100,539
110,656
120,645
130,722
140,743
150,754
150,780
140,740
130,715
120,649
110,627
100,559
90,465
80,467
70,425
60,353
50,315
40,273
30,230
30,223
40,261
50,301
60,359
70,404
80,447
90,497
100,534
110,578
120,658
130,671
140,727
150,796
150,792
140,751
130,744
120,639
110,591
100,534
90,500
80,453
70,424
60,358
50,322
40,280
30,229
30,223
40,266
50,319
60,359
70,395
80,469
90,485
100,555
110,572
120,619
130,679
140,757
150,781
150,791
140,726
130,679
120,630
110,511
100,539
90,520
80,474
70,429
60,371
50,359
40,273
30,220
30,220
40,260
50,356
60,352
70,403
80,440
90,488
100,533
110,607
120,652
130,685
140,717
150,754
150,757
140,763
130,719
120,654
110,591
100,537
90,438
80,465
70,483
60,365
50,316
40,275
30,228
30,220
40,271
50,311
60,355
70,426
80,442
90,523
100,537
110,595
120,653
130,687
140,716
150,791
150,779
140,745
130,693
120,664
110,603
100,541
90,511
80,468
70,435
60,368
50,326
40,285
30,229
30,231
40,272
50,311
60,349
70,415
80,472
90,485
100,537
110,576
120,631
130,679
140,741
150,716
150,761
140,751
130,703
120,645
110,611
100,559
90,505
80,446
70,418
60,362
50,368
40,265
30,222
30,232
40,263
50,323
60,351
70,408
80,438
90,511
100,528
110,613
120,640
130,713
140,725
150,787
150,753
140,747
130,680
120,629
110,616
100,553
90,532
80,454
70,420
60,378
50,317
40,268
30,221
30,220
40,266
50,298
60,345
70,396
80,441
90,507
100,344
110,596
120,639
130,692
140,741
150,763
150,794
140,718
130,691
120,655
110,596
100,541
90,503
80,470
70,431
60,363
50,358
40,276
30,222
30,220
40,262
50,315
60,351
70,399
80,445
90,504
100,527
110,578
120,621
130,678
140,718
150,833
150,791
140,747
130,716
120,631
110,586
100,568
90,498
80,464
70,429
60,363
50,365
40,272
30,233
30,227
40,261
50,315
60,357
70,416
80,461
90,487
100,540
110,597
120,621
130,703
140,739
150,791
150,784
140,719
130,776
120,653
110,605
100,543
90,523
80,455
70,427
60,351
50,303
40,283
30,235
30,217
40,271
50,286
60,361
70,562
80,447
90,509
100,523
110,586
120,639
130,671
140,722
150,759
150,776
140,729
130,663
120,647
110,595
100,546
90,540
80,478
70,406
60,373
50,328
40,276
30,231
30,224
40,262
50,307
60,348
70,407
80,445
90,504
100,539
110,579
120,628
130,698
140,719
150,779
150,792
140,723
130,694
120,640
110,608
100,543
90,499
80,452
70,409
60,362
50,314
40,274
30,202
30,230
40,273
50,307
60,354
70,410
80,461
90,507
100,533
110,582
120,627
130,665
140,746
150,792
150,763
140,753
130,729
120,648
110,589
100,427
90,519
80,446
70,410
60,363
50,319
40,268
30,225
30,232
40,278
50,295
60,349
70,392
80,473
90,519
100,527
110,579
120,648
130,666
140,735
150,756
150,775
140,768
130,692
120,639
110,599
100,555
90,511
80,451
70,415
60,374
50,327
40,269
30,231
30,219
40,260
50,301
60,359
70,394
80,444
90,487
100,544
110,585
120,656
130,669
140,749
150,759
150,779
140,709
130,687
120,656
110,591
100,571
90,522
80,470
70,413
60,355
50,318
40,275
30,228
30,220
40,275
50,306
60,351
70,392
80,445
90,507
100,538
110,573
120,648
130,669
140,748
150,789
150,795
140,745
130,703
120,623
110,587
100,547
90,499
80,450
70,404
60,355
50,313
40,273
30,221
30,228
40,263
50,308
60,361
70,428
80,445
90,494
100,533
110,579
120,624
130,703
140,717
150,767
150,767
140,739
130,721
120,626
110,626
100,578
90,508
80,448
70,408
60,359
50,313
40,279
30,221
30,221
40,258
50,311
60,351
70,399
80,441
90,511
100,557
110,585
120,652
130,668
140,717
150,757
150,802
140,727
130,683
120,630
110,601
100,567
90,494
80,473
70,412
60,357
50,324
40,268
30,220
30,229
40,276
50,297
60,361
70,391
80,445
90,524
100,556
110,575
120,651
130,682
140,711
150,791
150,783
140,727
130,706
120,640
110,594
100,542
90,499
80,449
70,454
60,365
50,319
40,279
30,225
30,217
40,266
50,336
60,353
70,393
80,463
90,520
100,551
110,578
120,630
130,669
140,735
150,771
150,807
140,758
130,697
120,653
110,623
100,538
90,512
80,451
70,423
60,357
50,318
40,278
30,192
30,242
40,274
50,301
60,345
70,400
80,470
90,484
100,528
110,578
120,653
130,708
140,740
150,777
150,754
140,743
130,677
120,674
110,594
100,543
90,511
80,471
70,428
60,370
50,328
40,274
30,229
30,221
40,265
50,334
60,350
70,401
80,456
90,499
100,555
110,576
120,636
130,700
140,751
150,783
150,807
140,736
130,687
120,642
110,619
100,559
90,497
80,465
70,408
60,362
50,313
40,270
30,228
30,223
40,264
50,323
60,347
70,395
80,445
90,504
100,564
110,584
120,658
130,672
140,735
150,776
150,761
140,744
130,676
120,668
110,599
100,540
90,521
80,454
70,418
60,372
50,305
40,281
30,230
