idx,b_mm,theta_lo_deg,theta_hi_deg,theta_a0_deg,midpoint_deg,swing_deg,monotonic
20,-3.23346693386774,59.2809686808025,-22.12105783262,16.7817939689847,18.5799554240912,81.4020265134225,1
21,-3.21943887775551,59.33535351132,-22.1787076662978,16.7737306740859,18.5783229225111,81.5140611776177,1
22,-3.20541082164329,59.3898804081162,-22.236492824128,16.7656399974217,18.5766937919941,81.6263732322442,1
23,-3.19138276553106,59.4445498628621,-22.2944137184604,16.7575217994693,18.5750680722008,81.7389635813225,1
24,-3.17735470941884,59.4993623690984,-22.3524707629927,16.7493759397578,18.5734458030529,81.851833132091,1
25,-3.16332665330661,59.5543184222413,-22.4106643727733,16.7412022768597,18.571827024734,81.9649827950146,1
26,-3.14929859719439,59.6094185195883,-22.4689949642053,16.7330006683834,18.5702117776915,82.0784134837936,1
27,-3.13527054108216,59.6646631603231,-22.5274629550495,16.7247709709644,18.5686001026368,82.1921261153726,1
28,-3.12124248496994,59.720052845522,-22.5860687644275,16.7165130402575,18.5669920405472,82.3061216099495,1
29,-3.10721442885772,59.7755880781588,-22.6448128128256,16.7082267309279,18.5653876326666,82.4204008909844,1
